Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","126","Lithuania","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","256","Luxembourg","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","256","Luxembourg","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","129","Madagascar","5312","Area harvested","486","Bananas","2020","2020","ha","68054","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","129","Madagascar","5419","Yield","486","Bananas","2020","2020","hg/ha","55011","Fc","Calculated data"
"QCL","Crops and livestock products","129","Madagascar","5510","Production","486","Bananas","2020","2020","tonnes","374372","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","130","Malawi","5312","Area harvested","486","Bananas","2020","2020","ha","12978","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","130","Malawi","5419","Yield","486","Bananas","2020","2020","hg/ha","313101","Fc","Calculated data"
"QCL","Crops and livestock products","130","Malawi","5510","Production","486","Bananas","2020","2020","tonnes","406343","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","131","Malaysia","5312","Area harvested","486","Bananas","2020","2020","ha","21630","","Official data"
"QCL","Crops and livestock products","131","Malaysia","5419","Yield","486","Bananas","2020","2020","hg/ha","144692","Fc","Calculated data"
"QCL","Crops and livestock products","131","Malaysia","5510","Production","486","Bananas","2020","2020","tonnes","312968","","Official data"
"QCL","Crops and livestock products","132","Maldives","5312","Area harvested","486","Bananas","2020","2020","ha","8","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","132","Maldives","5419","Yield","486","Bananas","2020","2020","hg/ha","302500","Fc","Calculated data"
"QCL","Crops and livestock products","132","Maldives","5510","Production","486","Bananas","2020","2020","tonnes","242","","Official data"
"QCL","Crops and livestock products","133","Mali","5312","Area harvested","486","Bananas","2020","2020","ha","8412","","Official data"
"QCL","Crops and livestock products","133","Mali","5419","Yield","486","Bananas","2020","2020","hg/ha","238335","Fc","Calculated data"
"QCL","Crops and livestock products","133","Mali","5510","Production","486","Bananas","2020","2020","tonnes","200487","","Official data"
"QCL","Crops and livestock products","134","Malta","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","134","Malta","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","137","Mauritius","5312","Area harvested","486","Bananas","2020","2020","ha","521","","Official data"
"QCL","Crops and livestock products","137","Mauritius","5419","Yield","486","Bananas","2020","2020","hg/ha","163378","Fc","Calculated data"
"QCL","Crops and livestock products","137","Mauritius","5510","Production","486","Bananas","2020","2020","tonnes","8512","","Official data"
"QCL","Crops and livestock products","138","Mexico","5312","Area harvested","486","Bananas","2020","2020","ha","79747","","Official data"
"QCL","Crops and livestock products","138","Mexico","5419","Yield","486","Bananas","2020","2020","hg/ha","308999","Fc","Calculated data"
"QCL","Crops and livestock products","138","Mexico","5510","Production","486","Bananas","2020","2020","tonnes","2464171","","Official data"
"QCL","Crops and livestock products","145","Micronesia (Federated States of)","5312","Area harvested","486","Bananas","2020","2020","ha","383","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","145","Micronesia (Federated States of)","5419","Yield","486","Bananas","2020","2020","hg/ha","53238","Fc","Calculated data"
"QCL","Crops and livestock products","145","Micronesia (Federated States of)","5510","Production","486","Bananas","2020","2020","tonnes","2039","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","143","Morocco","5312","Area harvested","486","Bananas","2020","2020","ha","8786","","Official data"
"QCL","Crops and livestock products","143","Morocco","5419","Yield","486","Bananas","2020","2020","hg/ha","388070","Fc","Calculated data"
"QCL","Crops and livestock products","143","Morocco","5510","Production","486","Bananas","2020","2020","tonnes","340958","","Official data"
"QCL","Crops and livestock products","144","Mozambique","5312","Area harvested","486","Bananas","2020","2020","ha","92479","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","144","Mozambique","5419","Yield","486","Bananas","2020","2020","hg/ha","83750","Fc","Calculated data"
"QCL","Crops and livestock products","144","Mozambique","5510","Production","486","Bananas","2020","2020","tonnes","774514","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","149","Nepal","5312","Area harvested","486","Bananas","2020","2020","ha","16699","","Official data"
"QCL","Crops and livestock products","149","Nepal","5419","Yield","486","Bananas","2020","2020","hg/ha","152201","Fc","Calculated data"
"QCL","Crops and livestock products","149","Nepal","5510","Production","486","Bananas","2020","2020","tonnes","254161","","Official data"
"QCL","Crops and livestock products","150","Netherlands","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","150","Netherlands","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","153","New Caledonia","5312","Area harvested","486","Bananas","2020","2020","ha","565","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","153","New Caledonia","5419","Yield","486","Bananas","2020","2020","hg/ha","41841","Fc","Calculated data"
"QCL","Crops and livestock products","153","New Caledonia","5510","Production","486","Bananas","2020","2020","tonnes","2364","","Official data"
"QCL","Crops and livestock products","157","Nicaragua","5312","Area harvested","486","Bananas","2020","2020","ha","1824","","Official data"
"QCL","Crops and livestock products","157","Nicaragua","5419","Yield","486","Bananas","2020","2020","hg/ha","562654","Fc","Calculated data"
"QCL","Crops and livestock products","157","Nicaragua","5510","Production","486","Bananas","2020","2020","tonnes","102628","","Official data"
"QCL","Crops and livestock products","160","Niue","5312","Area harvested","486","Bananas","2020","2020","ha","41","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","160","Niue","5419","Yield","486","Bananas","2020","2020","hg/ha","19756","Fc","Calculated data"
"QCL","Crops and livestock products","160","Niue","5510","Production","486","Bananas","2020","2020","tonnes","81","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","221","Oman","5312","Area harvested","486","Bananas","2020","2020","ha","1575","","Official data"
"QCL","Crops and livestock products","221","Oman","5419","Yield","486","Bananas","2020","2020","hg/ha","117124","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5510","Production","486","Bananas","2020","2020","tonnes","18447","","Official data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","486","Bananas","2020","2020","ha","32847","","Official data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","486","Bananas","2020","2020","hg/ha","45947","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5510","Production","486","Bananas","2020","2020","tonnes","150921","","Official data"
"QCL","Crops and livestock products","299","Palestine","5312","Area harvested","486","Bananas","2020","2020","ha","41","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","299","Palestine","5419","Yield","486","Bananas","2020","2020","hg/ha","348293","Fc","Calculated data"
"QCL","Crops and livestock products","299","Palestine","5510","Production","486","Bananas","2020","2020","tonnes","1428","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","166","Panama","5312","Area harvested","486","Bananas","2020","2020","ha","7792","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","166","Panama","5419","Yield","486","Bananas","2020","2020","hg/ha","366001","Fc","Calculated data"
"QCL","Crops and livestock products","166","Panama","5510","Production","486","Bananas","2020","2020","tonnes","285188","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","168","Papua New Guinea","5312","Area harvested","486","Bananas","2020","2020","ha","77933","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","168","Papua New Guinea","5419","Yield","486","Bananas","2020","2020","hg/ha","161883","Fc","Calculated data"
"QCL","Crops and livestock products","168","Papua New Guinea","5510","Production","486","Bananas","2020","2020","tonnes","1261605","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","169","Paraguay","5312","Area harvested","486","Bananas","2020","2020","ha","8852","","Official data"
"QCL","Crops and livestock products","169","Paraguay","5419","Yield","486","Bananas","2020","2020","hg/ha","106740","Fc","Calculated data"
"QCL","Crops and livestock products","169","Paraguay","5510","Production","486","Bananas","2020","2020","tonnes","94486","","Official data"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","486","Bananas","2020","2020","ha","160651","","Official data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","486","Bananas","2020","2020","hg/ha","144071","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5510","Production","486","Bananas","2020","2020","tonnes","2314514","","Official data"
"QCL","Crops and livestock products","171","Philippines","5312","Area harvested","486","Bananas","2020","2020","ha","187598","","Official data"
"QCL","Crops and livestock products","171","Philippines","5419","Yield","486","Bananas","2020","2020","hg/ha","317451","Fc","Calculated data"
"QCL","Crops and livestock products","171","Philippines","5510","Production","486","Bananas","2020","2020","tonnes","5955311","","Official data"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","173","Poland","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","174","Portugal","5312","Area harvested","486","Bananas","2020","2020","ha","1120","","Official data"
"QCL","Crops and livestock products","174","Portugal","5419","Yield","486","Bananas","2020","2020","hg/ha","234821","Fc","Calculated data"
"QCL","Crops and livestock products","174","Portugal","5510","Production","486","Bananas","2020","2020","tonnes","26300","","Official data"
"QCL","Crops and livestock products","177","Puerto Rico","5312","Area harvested","486","Bananas","2020","2020","ha","1560","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","177","Puerto Rico","5419","Yield","486","Bananas","2020","2020","hg/ha","494378","Fc","Calculated data"
"QCL","Crops and livestock products","177","Puerto Rico","5510","Production","486","Bananas","2020","2020","tonnes","77123","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","117","Republic of Korea","5312","Area harvested","486","Bananas","2020","2020","ha","","M","Data not available"
"QCL","Crops and livestock products","117","Republic of Korea","5510","Production","486","Bananas","2020","2020","tonnes","","M","Data not available"
"QCL","Crops and livestock products","183","Romania","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","183","Romania","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","184","Rwanda","5312","Area harvested","486","Bananas","2020","2020","ha","166091","","Official data"
"QCL","Crops and livestock products","184","Rwanda","5419","Yield","486","Bananas","2020","2020","hg/ha","67363","Fc","Calculated data"
"QCL","Crops and livestock products","184","Rwanda","5510","Production","486","Bananas","2020","2020","tonnes","1118841","","Official data"
"QCL","Crops and livestock products","189","Saint Lucia","5312","Area harvested","486","Bananas","2020","2020","ha","213","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","189","Saint Lucia","5419","Yield","486","Bananas","2020","2020","hg/ha","453099","Fc","Calculated data"
"QCL","Crops and livestock products","189","Saint Lucia","5510","Production","486","Bananas","2020","2020","tonnes","9651","","Official data"
"QCL","Crops and livestock products","191","Saint Vincent and the Grenadines","5312","Area harvested","486","Bananas","2020","2020","ha","6167","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","191","Saint Vincent and the Grenadines","5419","Yield","486","Bananas","2020","2020","hg/ha","98915","Fc","Calculated data"
"QCL","Crops and livestock products","191","Saint Vincent and the Grenadines","5510","Production","486","Bananas","2020","2020","tonnes","61001","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","244","Samoa","5312","Area harvested","486","Bananas","2020","2020","ha","3109","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","244","Samoa","5419","Yield","486","Bananas","2020","2020","hg/ha","75278","Fc","Calculated data"
"QCL","Crops and livestock products","244","Samoa","5510","Production","486","Bananas","2020","2020","tonnes","23404","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","193","Sao Tome and Principe","5312","Area harvested","486","Bananas","2020","2020","ha","198","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","193","Sao Tome and Principe","5419","Yield","486","Bananas","2020","2020","hg/ha","256465","Fc","Calculated data"
"QCL","Crops and livestock products","193","Sao Tome and Principe","5510","Production","486","Bananas","2020","2020","tonnes","5078","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","195","Senegal","5312","Area harvested","486","Bananas","2020","2020","ha","1416","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","195","Senegal","5419","Yield","486","Bananas","2020","2020","hg/ha","257768","Fc","Calculated data"
"QCL","Crops and livestock products","195","Senegal","5510","Production","486","Bananas","2020","2020","tonnes","36500","","Official data"
"QCL","Crops and livestock products","196","Seychelles","5312","Area harvested","486","Bananas","2020","2020","ha","99","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","196","Seychelles","5419","Yield","486","Bananas","2020","2020","hg/ha","201515","Fc","Calculated data"
"QCL","Crops and livestock products","196","Seychelles","5510","Production","486","Bananas","2020","2020","tonnes","1995","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","200","Singapore","5312","Area harvested","486","Bananas","2020","2020","ha","","M","Data not available"
"QCL","Crops and livestock products","200","Singapore","5510","Production","486","Bananas","2020","2020","tonnes","","M","Data not available"
"QCL","Crops and livestock products","199","Slovakia","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","199","Slovakia","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","198","Slovenia","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","198","Slovenia","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","25","Solomon Islands","5312","Area harvested","486","Bananas","2020","2020","ha","136","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","25","Solomon Islands","5419","Yield","486","Bananas","2020","2020","hg/ha","23382","Fc","Calculated data"
"QCL","Crops and livestock products","25","Solomon Islands","5510","Production","486","Bananas","2020","2020","tonnes","318","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","201","Somalia","5312","Area harvested","486","Bananas","2020","2020","ha","1350","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","201","Somalia","5419","Yield","486","Bananas","2020","2020","hg/ha","170556","Fc","Calculated data"
"QCL","Crops and livestock products","201","Somalia","5510","Production","486","Bananas","2020","2020","tonnes","23025","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","486","Bananas","2020","2020","ha","6504","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5419","Yield","486","Bananas","2020","2020","hg/ha","618120","Fc","Calculated data"
"QCL","Crops and livestock products","202","South Africa","5510","Production","486","Bananas","2020","2020","tonnes","402025","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","486","Bananas","2020","2020","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5510","Production","486","Bananas","2020","2020","tonnes","","M","Data not available"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","486","Bananas","2020","2020","ha","9100","","Official data"
"QCL","Crops and livestock products","203","Spain","5419","Yield","486","Bananas","2020","2020","hg/ha","461692","Fc","Calculated data"
"QCL","Crops and livestock products","203","Spain","5510","Production","486","Bananas","2020","2020","tonnes","420140","","Official data"
"QCL","Crops and livestock products","276","Sudan","5312","Area harvested","486","Bananas","2020","2020","ha","47000","","Official data"
"QCL","Crops and livestock products","276","Sudan","5419","Yield","486","Bananas","2020","2020","hg/ha","196583","Fc","Calculated data"
"QCL","Crops and livestock products","276","Sudan","5510","Production","486","Bananas","2020","2020","tonnes","923938","","Official data"
"QCL","Crops and livestock products","207","Suriname","5312","Area harvested","486","Bananas","2020","2020","ha","1676","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","207","Suriname","5419","Yield","486","Bananas","2020","2020","hg/ha","289147","Fc","Calculated data"
"QCL","Crops and livestock products","207","Suriname","5510","Production","486","Bananas","2020","2020","tonnes","48461","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","210","Sweden","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","210","Sweden","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5312","Area harvested","486","Bananas","2020","2020","ha","4","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5419","Yield","486","Bananas","2020","2020","hg/ha","362500","Fc","Calculated data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","486","Bananas","2020","2020","tonnes","145","","Official data"
"QCL","Crops and livestock products","216","Thailand","5312","Area harvested","486","Bananas","2020","2020","ha","62650","","Official data"
"QCL","Crops and livestock products","216","Thailand","5419","Yield","486","Bananas","2020","2020","hg/ha","217186","Fc","Calculated data"
"QCL","Crops and livestock products","216","Thailand","5510","Production","486","Bananas","2020","2020","tonnes","1360670","","Official data"
"QCL","Crops and livestock products","176","Timor-Leste","5312","Area harvested","486","Bananas","2020","2020","ha","640","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","176","Timor-Leste","5419","Yield","486","Bananas","2020","2020","hg/ha","6797","Fc","Calculated data"
"QCL","Crops and livestock products","176","Timor-Leste","5510","Production","486","Bananas","2020","2020","tonnes","435","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","217","Togo","5312","Area harvested","486","Bananas","2020","2020","ha","2018","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","217","Togo","5419","Yield","486","Bananas","2020","2020","hg/ha","120902","Fc","Calculated data"
"QCL","Crops and livestock products","217","Togo","5510","Production","486","Bananas","2020","2020","tonnes","24398","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","218","Tokelau","5312","Area harvested","486","Bananas","2020","2020","ha","5","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","218","Tokelau","5419","Yield","486","Bananas","2020","2020","hg/ha","32000","Fc","Calculated data"
"QCL","Crops and livestock products","218","Tokelau","5510","Production","486","Bananas","2020","2020","tonnes","16","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","219","Tonga","5312","Area harvested","486","Bananas","2020","2020","ha","583","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","219","Tonga","5419","Yield","486","Bananas","2020","2020","hg/ha","14597","Fc","Calculated data"
"QCL","Crops and livestock products","219","Tonga","5510","Production","486","Bananas","2020","2020","tonnes","851","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","220","Trinidad and Tobago","5312","Area harvested","486","Bananas","2020","2020","ha","1020","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","220","Trinidad and Tobago","5419","Yield","486","Bananas","2020","2020","hg/ha","33618","Fc","Calculated data"
"QCL","Crops and livestock products","220","Trinidad and Tobago","5510","Production","486","Bananas","2020","2020","tonnes","3429","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","223","Turkey","5312","Area harvested","486","Bananas","2020","2020","ha","11154","","Official data"
"QCL","Crops and livestock products","223","Turkey","5419","Yield","486","Bananas","2020","2020","hg/ha","652800","Fc","Calculated data"
"QCL","Crops and livestock products","223","Turkey","5510","Production","486","Bananas","2020","2020","tonnes","728133","","Official data"
"QCL","Crops and livestock products","227","Tuvalu","5510","Production","486","Bananas","2020","2020","tonnes","288","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","226","Uganda","5312","Area harvested","486","Bananas","2020","2020","ha","","M","Data not available"
"QCL","Crops and livestock products","226","Uganda","5510","Production","486","Bananas","2020","2020","tonnes","","M","Data not available"
"QCL","Crops and livestock products","225","United Arab Emirates","5312","Area harvested","486","Bananas","2020","2020","ha","6","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","225","United Arab Emirates","5419","Yield","486","Bananas","2020","2020","hg/ha","423333","Fc","Calculated data"
"QCL","Crops and livestock products","225","United Arab Emirates","5510","Production","486","Bananas","2020","2020","tonnes","254","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","215","United Republic of Tanzania","5312","Area harvested","486","Bananas","2020","2020","ha","323389","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","215","United Republic of Tanzania","5419","Yield","486","Bananas","2020","2020","hg/ha","105738","Fc","Calculated data"
"QCL","Crops and livestock products","215","United Republic of Tanzania","5510","Production","486","Bananas","2020","2020","tonnes","3419436","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","486","Bananas","2020","2020","ha","327","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","486","Bananas","2020","2020","hg/ha","89755","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","486","Bananas","2020","2020","tonnes","2935","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","155","Vanuatu","5312","Area harvested","486","Bananas","2020","2020","ha","1619","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","155","Vanuatu","5419","Yield","486","Bananas","2020","2020","hg/ha","102767","Fc","Calculated data"
"QCL","Crops and livestock products","155","Vanuatu","5510","Production","486","Bananas","2020","2020","tonnes","16638","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","236","Venezuela (Bolivarian Republic of)","5312","Area harvested","486","Bananas","2020","2020","ha","50213","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","236","Venezuela (Bolivarian Republic of)","5419","Yield","486","Bananas","2020","2020","hg/ha","176091","Fc","Calculated data"
"QCL","Crops and livestock products","236","Venezuela (Bolivarian Republic of)","5510","Production","486","Bananas","2020","2020","tonnes","884207","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","237","Viet Nam","5312","Area harvested","486","Bananas","2020","2020","ha","131861","","Official data"
"QCL","Crops and livestock products","237","Viet Nam","5419","Yield","486","Bananas","2020","2020","hg/ha","166189","Fc","Calculated data"
"QCL","Crops and livestock products","237","Viet Nam","5510","Production","486","Bananas","2020","2020","tonnes","2191379","","Official data"
"QCL","Crops and livestock products","249","Yemen","5312","Area harvested","486","Bananas","2020","2020","ha","9465","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","249","Yemen","5419","Yield","486","Bananas","2020","2020","hg/ha","124444","Fc","Calculated data"
"QCL","Crops and livestock products","249","Yemen","5510","Production","486","Bananas","2020","2020","tonnes","117786","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","251","Zambia","5312","Area harvested","486","Bananas","2020","2020","ha","154","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","251","Zambia","5419","Yield","486","Bananas","2020","2020","hg/ha","45195","Fc","Calculated data"
"QCL","Crops and livestock products","251","Zambia","5510","Production","486","Bananas","2020","2020","tonnes","696","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","181","Zimbabwe","5312","Area harvested","486","Bananas","2020","2020","ha","24170","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","181","Zimbabwe","5419","Yield","486","Bananas","2020","2020","hg/ha","81445","Fc","Calculated data"
"QCL","Crops and livestock products","181","Zimbabwe","5510","Production","486","Bananas","2020","2020","tonnes","196853","Im","FAO data based on imputation methodology"
